"Date","Shift","Name","Amount","day_of_week","tip_month","avg_tip_per_employee","avg_tip_per_shift","avg_tip_per_day","avg_tip_per_day_and_shift","avg_tip_per_month","avg_tip_per_month_and_shift","total_earned_per_employee","total_earned_per_emp_day","total_earned_day","total_earned_day_and_shift","total_earned_month","total_earned_month_and_shift"
"2022-10-09","lunch","employee J",94.91,"Sunday   ","October  ",70.5,80.65,66.34,77.59,64.75,78.29,22279.25,3662.83,19836.01,12104.44,8935.06,3992.98
"2022-10-09","lunch","employee L",166.1,"Sunday   ","October  ",75.64,80.65,66.34,77.59,64.75,78.29,16035.22,4506.54,19836.01,12104.44,8935.06,3992.98
"2022-10-09","dinner","employee H",57.84,"Sunday   ","October  ",65.45,60.79,66.34,54.07,64.75,56.81,5039.88,552.42,19836.01,7731.57,8935.06,4942.08
"2022-10-09","dinner","employee L",57.83,"Sunday   ","October  ",75.64,60.79,66.34,54.07,64.75,56.81,16035.22,4506.54,19836.01,7731.57,8935.06,4942.08
"2022-10-09","dinner","employee R",57.84,"Sunday   ","October  ",59.47,60.79,66.34,54.07,64.75,56.81,1784.09,554.1,19836.01,7731.57,8935.06,4942.08
"2022-10-10","lunch","employee A",86.34,"Monday   ","October  ",82.09,80.65,75.87,96.27,64.75,78.29,13380.42,5255.94,14718.5,5679.73,8935.06,3992.98
"2022-10-10","dinner","employee A",78.78,"Monday   ","October  ",82.09,60.79,75.87,66.95,64.75,56.81,13380.42,5255.94,14718.5,9038.77,8935.06,4942.08
"2022-10-10","dinner","employee G",43.75,"Monday   ","October  ",53.24,60.79,75.87,66.95,64.75,56.81,4738.27,594.42,14718.5,9038.77,8935.06,4942.08
"2022-10-10","dinner","employee H",78.79,"Monday   ","October  ",65.45,60.79,75.87,66.95,64.75,56.81,5039.88,545.86,14718.5,9038.77,8935.06,4942.08
"2022-10-11","lunch","employee A",72.21,"Tuesday  ","October  ",82.09,80.65,64.66,84.52,64.75,78.29,13380.42,4441.37,11768.14,4310.56,8935.06,3992.98
"2022-10-11","dinner","employee A",46.86,"Tuesday  ","October  ",82.09,60.79,64.66,56.93,64.75,56.81,13380.42,4441.37,11768.14,7457.58,8935.06,4942.08
"2022-10-11","dinner","employee G",15.6,"Tuesday  ","October  ",53.24,60.79,64.66,56.93,64.75,56.81,4738.27,536.42,11768.14,7457.58,8935.06,4942.08
"2022-10-11","dinner","employee R",46.81,"Tuesday  ","October  ",59.47,60.79,64.66,56.93,64.75,56.81,1784.09,403.98,11768.14,7457.58,8935.06,4942.08
"2022-10-12","lunch","employee H",99.79,"Wednesday","October  ",65.45,80.65,62.84,73.77,64.75,78.29,5039.88,1086.2,11687.92,4131.12,8935.06,3992.98
"2022-10-12","dinner","employee H",92.75,"Wednesday","October  ",65.45,60.79,62.84,58.13,64.75,56.81,5039.88,1086.2,11687.92,7556.8,8935.06,4942.08
"2022-10-12","dinner","employee J",92.75,"Wednesday","October  ",70.5,60.79,62.84,58.13,64.75,56.81,22279.25,3845.05,11687.92,7556.8,8935.06,4942.08
"2022-10-13","lunch","employee J",73.98,"Thursday ","October  ",70.5,80.65,62.68,78.74,64.75,78.29,22279.25,2897.08,12098.13,4172.99,8935.06,3992.98
"2022-10-13","dinner","employee J",54.38,"Thursday ","October  ",70.5,60.79,62.68,56.61,64.75,56.81,22279.25,2897.08,12098.13,7925.14,8935.06,4942.08
"2022-10-13","dinner","employee R",48.34,"Thursday ","October  ",59.47,60.79,62.68,56.61,64.75,56.81,1784.09,365.19,12098.13,7925.14,8935.06,4942.08
"2022-10-13","dinner","employee T",33.23,"Thursday ","October  ",58.0,60.79,62.68,56.61,64.75,56.81,696.05,117.18,12098.13,7925.14,8935.06,4942.08
"2022-10-14","lunch","employee H",28.0,"Friday   ","October  ",65.45,80.65,73.25,75.79,64.75,78.29,5039.88,901.19,15821.95,5305.62,8935.06,3992.98
"2022-10-14","lunch","employee L",46.67,"Friday   ","October  ",75.64,80.65,73.25,75.79,64.75,78.29,16035.22,3977.0,15821.95,5305.62,8935.06,3992.98
"2022-10-14","dinner","employee J",74.76,"Friday   ","October  ",70.5,60.79,73.25,72.03,64.75,56.81,22279.25,3485.69,15821.95,10516.33,8935.06,4942.08
"2022-10-14","dinner","employee L",33.23,"Friday   ","October  ",75.64,60.79,73.25,72.03,64.75,56.81,16035.22,3977.0,15821.95,10516.33,8935.06,4942.08
"2022-10-14","dinner","employee T",74.76,"Friday   ","October  ",58.0,60.79,73.25,72.03,64.75,56.81,696.05,182.63,15821.95,10516.33,8935.06,4942.08
"2022-10-15","lunch","employee H",53.05,"Saturday ","October  ",65.45,80.65,70.9,81.94,64.75,78.29,5039.88,1338.99,20701.41,11717.21,8935.06,3992.98
"2022-10-15","lunch","employee L",74.26,"Saturday ","October  ",75.64,80.65,70.9,81.94,64.75,78.29,16035.22,4721.92,20701.41,11717.21,8935.06,3992.98
"2022-10-15","lunch","employee S",26.52,"Saturday ","October  ",46.78,80.65,70.9,81.94,64.75,78.29,1263.1,375.7,20701.41,11717.21,8935.06,3992.98
"2022-10-15","dinner","employee H",33.76,"Saturday ","October  ",65.45,60.79,70.9,60.3,64.75,56.81,5039.88,1338.99,20701.41,8984.2,8935.06,4942.08
"2022-10-15","dinner","employee J",19.86,"Saturday ","October  ",70.5,60.79,70.9,60.3,64.75,56.81,22279.25,3258.31,20701.41,8984.2,8935.06,4942.08
"2022-10-15","dinner","employee L",35.75,"Saturday ","October  ",75.64,60.79,70.9,60.3,64.75,56.81,16035.22,4721.92,20701.41,8984.2,8935.06,4942.08
"2022-10-16","lunch","employee L",166.66,"Sunday   ","October  ",75.64,80.65,66.34,77.59,64.75,78.29,16035.22,4506.54,19836.01,12104.44,8935.06,3992.98
"2022-10-16","lunch","employee S",101.18,"Sunday   ","October  ",46.78,80.65,66.34,77.59,64.75,78.29,1263.1,486.36,19836.01,12104.44,8935.06,3992.98
"2022-10-16","lunch","employee T",77.37,"Sunday   ","October  ",58.0,80.65,66.34,77.59,64.75,78.29,696.05,247.01,19836.01,12104.44,8935.06,3992.98
"2022-10-16","dinner","employee L",101.58,"Sunday   ","October  ",75.64,60.79,66.34,54.07,64.75,56.81,16035.22,4506.54,19836.01,7731.57,8935.06,4942.08
"2022-10-16","dinner","employee R",101.58,"Sunday   ","October  ",59.47,60.79,66.34,54.07,64.75,56.81,1784.09,554.1,19836.01,7731.57,8935.06,4942.08
"2022-10-17","lunch","employee A",139.77,"Monday   ","October  ",82.09,80.65,75.87,96.27,64.75,78.29,13380.42,5255.94,14718.5,5679.73,8935.06,3992.98
"2022-10-17","dinner","employee A",42.02,"Monday   ","October  ",82.09,60.79,75.87,66.95,64.75,56.81,13380.42,5255.94,14718.5,9038.77,8935.06,4942.08
"2022-10-17","dinner","employee G",49.02,"Monday   ","October  ",53.24,60.79,75.87,66.95,64.75,56.81,4738.27,594.42,14718.5,9038.77,8935.06,4942.08
"2022-10-17","dinner","employee J",63.03,"Monday   ","October  ",70.5,60.79,75.87,66.95,64.75,56.81,22279.25,2212.17,14718.5,9038.77,8935.06,4942.08
"2022-10-18","lunch","employee A",62.75,"Tuesday  ","October  ",82.09,80.65,64.66,84.52,64.75,78.29,13380.42,4441.37,11768.14,4310.56,8935.06,3992.98
"2022-10-18","dinner","employee A",41.53,"Tuesday  ","October  ",82.09,60.79,64.66,56.93,64.75,56.81,13380.42,4441.37,11768.14,7457.58,8935.06,4942.08
"2022-10-18","dinner","employee G",41.54,"Tuesday  ","October  ",53.24,60.79,64.66,56.93,64.75,56.81,4738.27,536.42,11768.14,7457.58,8935.06,4942.08
"2022-10-18","dinner","employee R",18.44,"Tuesday  ","October  ",59.47,60.79,64.66,56.93,64.75,56.81,1784.09,403.98,11768.14,7457.58,8935.06,4942.08
"2022-10-19","lunch","employee J",78.98,"Wednesday","October  ",70.5,80.65,62.84,73.77,64.75,78.29,22279.25,3845.05,11687.92,4131.12,8935.06,3992.98
"2022-10-19","dinner","employee J",41.32,"Wednesday","October  ",70.5,60.79,62.84,58.13,64.75,56.81,22279.25,3845.05,11687.92,7556.8,8935.06,4942.08
"2022-10-19","dinner","employee R",27.55,"Wednesday","October  ",59.47,60.79,62.84,58.13,64.75,56.81,1784.09,244.72,11687.92,7556.8,8935.06,4942.08
"2022-10-19","dinner","employee S",22.96,"Wednesday","October  ",46.78,60.79,62.84,58.13,64.75,56.81,1263.1,194.06,11687.92,7556.8,8935.06,4942.08
"2022-10-20","lunch","employee L",66.37,"Thursday ","October  ",75.64,80.65,62.68,78.74,64.75,78.29,16035.22,2310.77,12098.13,4172.99,8935.06,3992.98
"2022-10-20","dinner","employee J",61.21,"Thursday ","October  ",70.5,60.79,62.68,56.61,64.75,56.81,22279.25,2897.08,12098.13,7925.14,8935.06,4942.08
"2022-10-20","dinner","employee R",47.61,"Thursday ","October  ",59.47,60.79,62.68,56.61,64.75,56.81,1784.09,365.19,12098.13,7925.14,8935.06,4942.08
"2022-10-20","dinner","employee T",34.01,"Thursday ","October  ",58.0,60.79,62.68,56.61,64.75,56.81,696.05,117.18,12098.13,7925.14,8935.06,4942.08
"2022-10-21","lunch","employee L",129.95,"Friday   ","October  ",75.64,80.65,73.25,75.79,64.75,78.29,16035.22,3977.0,15821.95,5305.62,8935.06,3992.98
"2022-10-21","dinner","employee H",72.25,"Friday   ","October  ",65.45,60.79,73.25,72.03,64.75,56.81,5039.88,901.19,15821.95,10516.33,8935.06,4942.08
"2022-10-21","dinner","employee L",72.25,"Friday   ","October  ",75.64,60.79,73.25,72.03,64.75,56.81,16035.22,3977.0,15821.95,10516.33,8935.06,4942.08
"2022-10-21","dinner","employee T",72.25,"Friday   ","October  ",58.0,60.79,73.25,72.03,64.75,56.81,696.05,182.63,15821.95,10516.33,8935.06,4942.08
"2022-10-22","lunch","employee G",76.14,"Saturday ","October  ",53.24,80.65,70.9,81.94,64.75,78.29,4738.27,1224.28,20701.41,11717.21,8935.06,3992.98
"2022-10-22","lunch","employee L",106.6,"Saturday ","October  ",75.64,80.65,70.9,81.94,64.75,78.29,16035.22,4721.92,20701.41,11717.21,8935.06,3992.98
"2022-10-22","lunch","employee S",45.68,"Saturday ","October  ",46.78,80.65,70.9,81.94,64.75,78.29,1263.1,375.7,20701.41,11717.21,8935.06,3992.98
"2022-10-22","dinner","employee H",68.82,"Saturday ","October  ",65.45,60.79,70.9,60.3,64.75,56.81,5039.88,1338.99,20701.41,8984.2,8935.06,4942.08
"2022-10-22","dinner","employee J",65.0,"Saturday ","October  ",70.5,60.79,70.9,60.3,64.75,56.81,22279.25,3258.31,20701.41,8984.2,8935.06,4942.08
"2022-10-22","dinner","employee T",68.82,"Saturday ","October  ",58.0,60.79,70.9,60.3,64.75,56.81,696.05,149.23,20701.41,8984.2,8935.06,4942.08
"2022-10-23","lunch","employee G",27.0,"Sunday   ","October  ",53.24,80.65,66.34,77.59,64.75,78.29,4738.27,1397.02,19836.01,12104.44,8935.06,3992.98
"2022-10-23","lunch","employee L",54.0,"Sunday   ","October  ",75.64,80.65,66.34,77.59,64.75,78.29,16035.22,4506.54,19836.01,12104.44,8935.06,3992.98
"2022-10-23","lunch","employee T",45.0,"Sunday   ","October  ",58.0,80.65,66.34,77.59,64.75,78.29,696.05,247.01,19836.01,12104.44,8935.06,3992.98
"2022-10-23","dinner","employee J",70.45,"Sunday   ","October  ",70.5,60.79,66.34,54.07,64.75,56.81,22279.25,3662.83,19836.01,7731.57,8935.06,4942.08
"2022-10-23","dinner","employee S",76.5,"Sunday   ","October  ",46.78,60.79,66.34,54.07,64.75,56.81,1263.1,486.36,19836.01,7731.57,8935.06,4942.08
"2022-10-23","dinner","employee T",76.5,"Sunday   ","October  ",58.0,60.79,66.34,54.07,64.75,56.81,696.05,247.01,19836.01,7731.57,8935.06,4942.08
"2022-10-24","lunch","employee A",97.47,"Monday   ","October  ",82.09,80.65,75.87,96.27,64.75,78.29,13380.42,5255.94,14718.5,5679.73,8935.06,3992.98
"2022-10-24","dinner","employee A",46.53,"Monday   ","October  ",82.09,60.79,75.87,66.95,64.75,56.81,13380.42,5255.94,14718.5,9038.77,8935.06,4942.08
"2022-10-24","dinner","employee G",20.68,"Monday   ","October  ",53.24,60.79,75.87,66.95,64.75,56.81,4738.27,594.42,14718.5,9038.77,8935.06,4942.08
"2022-10-24","dinner","employee H",46.53,"Monday   ","October  ",65.45,60.79,75.87,66.95,64.75,56.81,5039.88,545.86,14718.5,9038.77,8935.06,4942.08
"2022-10-25","lunch","employee A",105.23,"Tuesday  ","October  ",82.09,80.65,64.66,84.52,64.75,78.29,13380.42,4441.37,11768.14,4310.56,8935.06,3992.98
"2022-10-25","dinner","employee A",78.57,"Tuesday  ","October  ",82.09,60.79,64.66,56.93,64.75,56.81,13380.42,4441.37,11768.14,7457.58,8935.06,4942.08
"2022-10-25","dinner","employee G",61.11,"Tuesday  ","October  ",53.24,60.79,64.66,56.93,64.75,56.81,4738.27,536.42,11768.14,7457.58,8935.06,4942.08
"2022-10-25","dinner","employee R",74.2,"Tuesday  ","October  ",59.47,60.79,64.66,56.93,64.75,56.81,1784.09,403.98,11768.14,7457.58,8935.06,4942.08
"2022-10-26","lunch","employee H",52.87,"Wednesday","October  ",65.45,80.65,62.84,73.77,64.75,78.29,5039.88,1086.2,11687.92,4131.12,8935.06,3992.98
"2022-10-26","dinner","employee H",56.59,"Wednesday","October  ",65.45,60.79,62.84,58.13,64.75,56.81,5039.88,1086.2,11687.92,7556.8,8935.06,4942.08
"2022-10-26","dinner","employee J",56.59,"Wednesday","October  ",70.5,60.79,62.84,58.13,64.75,56.81,22279.25,3845.05,11687.92,7556.8,8935.06,4942.08
"2022-10-26","dinner","employee S",44.01,"Wednesday","October  ",46.78,60.79,62.84,58.13,64.75,56.81,1263.1,194.06,11687.92,7556.8,8935.06,4942.08
"2022-10-27","lunch","employee L",99.82,"Thursday ","October  ",75.64,80.65,62.68,78.74,64.75,78.29,16035.22,2310.77,12098.13,4172.99,8935.06,3992.98
"2022-10-27","dinner","employee G",33.33,"Thursday ","October  ",53.24,60.79,62.68,56.61,64.75,56.81,4738.27,490.07,12098.13,7925.14,8935.06,4942.08
"2022-10-27","dinner","employee R",49.94,"Thursday ","October  ",59.47,60.79,62.68,56.61,64.75,56.81,1784.09,365.19,12098.13,7925.14,8935.06,4942.08
"2022-10-27","dinner","employee T",49.94,"Thursday ","October  ",58.0,60.79,62.68,56.61,64.75,56.81,696.05,117.18,12098.13,7925.14,8935.06,4942.08
"2022-10-28","lunch","employee L",93.98,"Friday   ","October  ",75.64,80.65,73.25,75.79,64.75,78.29,16035.22,3977.0,15821.95,5305.62,8935.06,3992.98
"2022-10-28","dinner","employee H",41.56,"Friday   ","October  ",65.45,60.79,73.25,72.03,64.75,56.81,5039.88,901.19,15821.95,10516.33,8935.06,4942.08
"2022-10-28","dinner","employee L",53.45,"Friday   ","October  ",75.64,60.79,73.25,72.03,64.75,56.81,16035.22,3977.0,15821.95,10516.33,8935.06,4942.08
"2022-10-28","dinner","employee T",35.62,"Friday   ","October  ",58.0,60.79,73.25,72.03,64.75,56.81,696.05,182.63,15821.95,10516.33,8935.06,4942.08
"2022-10-29","lunch","employee H",30.6,"Saturday ","October  ",65.45,80.65,70.9,81.94,64.75,78.29,5039.88,1338.99,20701.41,11717.21,8935.06,3992.98
"2022-10-29","lunch","employee L",85.69,"Saturday ","October  ",75.64,80.65,70.9,81.94,64.75,78.29,16035.22,4721.92,20701.41,11717.21,8935.06,3992.98
"2022-10-29","lunch","employee S",48.96,"Saturday ","October  ",46.78,80.65,70.9,81.94,64.75,78.29,1263.1,375.7,20701.41,11717.21,8935.06,3992.98
"2022-10-29","dinner","employee H",62.55,"Saturday ","October  ",65.45,60.79,70.9,60.3,64.75,56.81,5039.88,1338.99,20701.41,8984.2,8935.06,4942.08
"2022-10-29","dinner","employee L",80.41,"Saturday ","October  ",75.64,60.79,70.9,60.3,64.75,56.81,16035.22,4721.92,20701.41,8984.2,8935.06,4942.08
"2022-10-29","dinner","employee T",80.41,"Saturday ","October  ",58.0,60.79,70.9,60.3,64.75,56.81,696.05,149.23,20701.41,8984.2,8935.06,4942.08
"2022-10-30","lunch","employee L",96.25,"Sunday   ","October  ",75.64,80.65,66.34,77.59,64.75,78.29,16035.22,4506.54,19836.01,12104.44,8935.06,3992.98
"2022-10-30","lunch","employee R",68.75,"Sunday   ","October  ",59.47,80.65,66.34,77.59,64.75,78.29,1784.09,554.1,19836.01,12104.44,8935.06,3992.98
"2022-10-30","lunch","employee T",48.14,"Sunday   ","October  ",58.0,80.65,66.34,77.59,64.75,78.29,696.05,247.01,19836.01,12104.44,8935.06,3992.98
"2022-10-30","dinner","employee L",46.04,"Sunday   ","October  ",75.64,60.79,66.34,54.07,64.75,56.81,16035.22,4506.54,19836.01,7731.57,8935.06,4942.08
"2022-10-30","dinner","employee R",38.36,"Sunday   ","October  ",59.47,60.79,66.34,54.07,64.75,56.81,1784.09,554.1,19836.01,7731.57,8935.06,4942.08
"2022-10-30","dinner","employee S",38.36,"Sunday   ","October  ",46.78,60.79,66.34,54.07,64.75,56.81,1263.1,486.36,19836.01,7731.57,8935.06,4942.08
"2022-10-31","lunch","employee A",103.15,"Monday   ","October  ",82.09,80.65,75.87,96.27,64.75,78.29,13380.42,5255.94,14718.5,5679.73,8935.06,3992.98
"2022-10-31","dinner","employee A",42.18,"Monday   ","October  ",82.09,60.79,75.87,66.95,64.75,56.81,13380.42,5255.94,14718.5,9038.77,8935.06,4942.08
"2022-10-31","dinner","employee J",42.19,"Monday   ","October  ",70.5,60.79,75.87,66.95,64.75,56.81,22279.25,2212.17,14718.5,9038.77,8935.06,4942.08
"2022-11-01","lunch","employee A",89.33,"Tuesday  ","November ",82.09,80.65,64.66,84.52,71.56,88.12,13380.42,4441.37,11768.14,4310.56,7943.35,3524.6
"2022-11-01","dinner","employee A",83.83,"Tuesday  ","November ",82.09,60.79,64.66,56.93,71.56,62.24,13380.42,4441.37,11768.14,7457.58,7943.35,4418.75
"2022-11-01","dinner","employee J",27.95,"Tuesday  ","November ",70.5,60.79,64.66,56.93,71.56,62.24,22279.25,2918.12,11768.14,7457.58,7943.35,4418.75
"2022-11-01","dinner","employee R",83.83,"Tuesday  ","November ",59.47,60.79,64.66,56.93,71.56,62.24,1784.09,403.98,11768.14,7457.58,7943.35,4418.75
"2022-11-02","lunch","employee H",42.04,"Wednesday","November ",65.45,80.65,62.84,73.77,71.56,88.12,5039.88,1086.2,11687.92,4131.12,7943.35,3524.6
"2022-11-02","dinner","employee A",27.38,"Wednesday","November ",82.09,60.79,62.84,58.13,71.56,62.24,13380.42,1638.94,11687.92,7556.8,7943.35,4418.75
"2022-11-02","dinner","employee H",61.62,"Wednesday","November ",65.45,60.79,62.84,58.13,71.56,62.24,5039.88,1086.2,11687.92,7556.8,7943.35,4418.75
"2022-11-02","dinner","employee J",34.22,"Wednesday","November ",70.5,60.79,62.84,58.13,71.56,62.24,22279.25,3845.05,11687.92,7556.8,7943.35,4418.75
"2022-11-03","lunch","employee J",109.99,"Thursday ","November ",70.5,80.65,62.68,78.74,71.56,88.12,22279.25,2897.08,12098.13,4172.99,7943.35,3524.6
"2022-11-03","dinner","employee J",76.0,"Thursday ","November ",70.5,60.79,62.68,56.61,71.56,62.24,22279.25,2897.08,12098.13,7925.14,7943.35,4418.75
"2022-11-03","dinner","employee R",76.0,"Thursday ","November ",59.47,60.79,62.68,56.61,71.56,62.24,1784.09,365.19,12098.13,7925.14,7943.35,4418.75
"2022-11-03","dinner","employee S",24.49,"Thursday ","November ",46.78,60.79,62.68,56.61,71.56,62.24,1263.1,24.49,12098.13,7925.14,7943.35,4418.75
"2022-11-04","lunch","employee J",71.58,"Friday   ","November ",70.5,80.65,73.25,75.79,71.56,88.12,22279.25,3485.69,15821.95,5305.62,7943.35,3524.6
"2022-11-04","dinner","employee H",100.92,"Friday   ","November ",65.45,60.79,73.25,72.03,71.56,62.24,5039.88,901.19,15821.95,10516.33,7943.35,4418.75
"2022-11-04","dinner","employee J",100.92,"Friday   ","November ",70.5,60.79,73.25,72.03,71.56,62.24,22279.25,3485.69,15821.95,10516.33,7943.35,4418.75
"2022-11-04","dinner","employee S",67.28,"Friday   ","November ",46.78,60.79,73.25,72.03,71.56,62.24,1263.1,144.01,15821.95,10516.33,7943.35,4418.75
"2022-11-05","lunch","employee H",103.32,"Saturday ","November ",65.45,80.65,70.9,81.94,71.56,88.12,5039.88,1338.99,20701.41,11717.21,7943.35,3524.6
"2022-11-05","lunch","employee J",144.62,"Saturday ","November ",70.5,80.65,70.9,81.94,71.56,88.12,22279.25,3258.31,20701.41,11717.21,7943.35,3524.6
"2022-11-05","dinner","employee H",108.19,"Saturday ","November ",65.45,60.79,70.9,60.3,71.56,62.24,5039.88,1338.99,20701.41,8984.2,7943.35,4418.75
"2022-11-05","dinner","employee J",54.09,"Saturday ","November ",70.5,60.79,70.9,60.3,71.56,62.24,22279.25,3258.31,20701.41,8984.2,7943.35,4418.75
"2022-11-05","dinner","employee R",108.19,"Saturday ","November ",59.47,60.79,70.9,60.3,71.56,62.24,1784.09,108.19,20701.41,8984.2,7943.35,4418.75
"2022-11-06","lunch","employee A",95.33,"Sunday   ","November ",82.09,80.65,66.34,77.59,71.56,88.12,13380.42,497.82,19836.01,12104.44,7943.35,3524.6
"2022-11-06","lunch","employee H",54.44,"Sunday   ","November ",65.45,80.65,66.34,77.59,71.56,88.12,5039.88,552.42,19836.01,12104.44,7943.35,3524.6
"2022-11-06","lunch","employee R",68.05,"Sunday   ","November ",59.47,80.65,66.34,77.59,71.56,88.12,1784.09,554.1,19836.01,12104.44,7943.35,3524.6
"2022-11-06","dinner","employee J",77.71,"Sunday   ","November ",70.5,60.79,66.34,54.07,71.56,62.24,22279.25,3662.83,19836.01,7731.57,7943.35,4418.75
"2022-11-06","dinner","employee S",77.71,"Sunday   ","November ",46.78,60.79,66.34,54.07,71.56,62.24,1263.1,486.36,19836.01,7731.57,7943.35,4418.75
"2022-11-07","lunch","employee A",108.83,"Monday   ","November ",82.09,80.65,75.87,96.27,71.56,88.12,13380.42,5255.94,14718.5,5679.73,7943.35,3524.6
"2022-11-07","dinner","employee A",51.55,"Monday   ","November ",82.09,60.79,75.87,66.95,71.56,62.24,13380.42,5255.94,14718.5,9038.77,7943.35,4418.75
"2022-11-07","dinner","employee H",51.56,"Monday   ","November ",65.45,60.79,75.87,66.95,71.56,62.24,5039.88,545.86,14718.5,9038.77,7943.35,4418.75
"2022-11-07","dinner","employee R",51.56,"Monday   ","November ",59.47,60.79,75.87,66.95,71.56,62.24,1784.09,107.91,14718.5,9038.77,7943.35,4418.75
"2022-11-08","dinner","employee A",66.41,"Tuesday  ","November ",82.09,60.79,64.66,56.93,71.56,62.24,13380.42,4441.37,11768.14,7457.58,7943.35,4418.75
"2022-11-08","dinner","employee J",66.41,"Tuesday  ","November ",70.5,60.79,64.66,56.93,71.56,62.24,22279.25,2918.12,11768.14,7457.58,7943.35,4418.75
"2022-11-09","lunch","employee A",103.88,"Wednesday","November ",82.09,80.65,62.84,73.77,71.56,88.12,13380.42,1638.94,11687.92,4131.12,7943.35,3524.6
"2022-11-09","dinner","employee J",32.6,"Wednesday","November ",70.5,60.79,62.84,58.13,71.56,62.24,22279.25,3845.05,11687.92,7556.8,7943.35,4418.75
"2022-11-09","dinner","employee R",58.68,"Wednesday","November ",59.47,60.79,62.84,58.13,71.56,62.24,1784.09,244.72,11687.92,7556.8,7943.35,4418.75
"2022-11-09","dinner","employee S",29.34,"Wednesday","November ",46.78,60.79,62.84,58.13,71.56,62.24,1263.1,194.06,11687.92,7556.8,7943.35,4418.75
"2022-11-10","lunch","employee L",74.27,"Thursday ","November ",75.64,80.65,62.68,78.74,71.56,88.12,16035.22,2310.77,12098.13,4172.99,7943.35,3524.6
"2022-11-10","dinner","employee A",86.62,"Thursday ","November ",82.09,60.79,62.68,56.61,71.56,62.24,13380.42,953.02,12098.13,7925.14,7943.35,4418.75
"2022-11-10","dinner","employee J",86.62,"Thursday ","November ",70.5,60.79,62.68,56.61,71.56,62.24,22279.25,2897.08,12098.13,7925.14,7943.35,4418.75
"2022-11-11","lunch","employee L",127.75,"Friday   ","November ",75.64,80.65,73.25,75.79,71.56,88.12,16035.22,3977.0,15821.95,5305.62,7943.35,3524.6
"2022-11-11","dinner","employee J",72.36,"Friday   ","November ",70.5,60.79,73.25,72.03,71.56,62.24,22279.25,3485.69,15821.95,10516.33,7943.35,4418.75
"2022-11-11","dinner","employee L",56.28,"Friday   ","November ",75.64,60.79,73.25,72.03,71.56,62.24,16035.22,3977.0,15821.95,10516.33,7943.35,4418.75
"2022-11-12","lunch","employee L",86.63,"Saturday ","November ",75.64,80.65,70.9,81.94,71.56,88.12,16035.22,4721.92,20701.41,11717.21,7943.35,3524.6
"2022-11-12","lunch","employee S",24.75,"Saturday ","November ",46.78,80.65,70.9,81.94,71.56,88.12,1263.1,375.7,20701.41,11717.21,7943.35,3524.6
"2022-11-12","lunch","employee U",43.31,"Saturday ","November ",55.6,80.65,70.9,81.94,71.56,88.12,166.8,106.86,20701.41,11717.21,7943.35,3524.6
"2022-11-12","dinner","employee J",63.5,"Saturday ","November ",70.5,60.79,70.9,60.3,71.56,62.24,22279.25,3258.31,20701.41,8984.2,7943.35,4418.75
"2022-11-12","dinner","employee L",52.96,"Saturday ","November ",75.64,60.79,70.9,60.3,71.56,62.24,16035.22,4721.92,20701.41,8984.2,7943.35,4418.75
"2022-11-12","dinner","employee U",63.55,"Saturday ","November ",55.6,60.79,70.9,60.3,71.56,62.24,166.8,106.86,20701.41,8984.2,7943.35,4418.75
"2022-11-13","lunch","employee J",47.95,"Sunday   ","November ",70.5,80.65,66.34,77.59,71.56,88.12,22279.25,3662.83,19836.01,12104.44,7943.35,3524.6
"2022-11-13","lunch","employee L",111.88,"Sunday   ","November ",75.64,80.65,66.34,77.59,71.56,88.12,16035.22,4506.54,19836.01,12104.44,7943.35,3524.6
"2022-11-13","lunch","employee U",59.94,"Sunday   ","November ",55.6,80.65,66.34,77.59,71.56,88.12,166.8,59.94,19836.01,12104.44,7943.35,3524.6
"2022-11-13","dinner","employee J",64.19,"Sunday   ","November ",70.5,60.79,66.34,54.07,71.56,62.24,22279.25,3662.83,19836.01,7731.57,7943.35,4418.75
"2022-11-13","dinner","employee L",14.26,"Sunday   ","November ",75.64,60.79,66.34,54.07,71.56,62.24,16035.22,4506.54,19836.01,7731.57,7943.35,4418.75
"2022-11-13","dinner","employee S",64.19,"Sunday   ","November ",46.78,60.79,66.34,54.07,71.56,62.24,1263.1,486.36,19836.01,7731.57,7943.35,4418.75
"2022-11-14","lunch","employee A",75.73,"Monday   ","November ",82.09,80.65,75.87,96.27,71.56,88.12,13380.42,5255.94,14718.5,5679.73,7943.35,3524.6
"2022-11-14","dinner","employee A",43.84,"Monday   ","November ",82.09,60.79,75.87,66.95,71.56,62.24,13380.42,5255.94,14718.5,9038.77,7943.35,4418.75
"2022-11-14","dinner","employee H",56.35,"Monday   ","November ",65.45,60.79,75.87,66.95,71.56,62.24,5039.88,545.86,14718.5,9038.77,7943.35,4418.75
"2022-11-14","dinner","employee R",56.35,"Monday   ","November ",59.47,60.79,75.87,66.95,71.56,62.24,1784.09,107.91,14718.5,9038.77,7943.35,4418.75
"2022-11-15","lunch","employee J",77.62,"Tuesday  ","November ",70.5,80.65,64.66,84.52,71.56,88.12,22279.25,2918.12,11768.14,4310.56,7943.35,3524.6
"2022-11-15","dinner","employee G",119.66,"Tuesday  ","November ",53.24,60.79,64.66,56.93,71.56,62.24,4738.27,536.42,11768.14,7457.58,7943.35,4418.75
